city,age,gender
bid,20,M
bid,22,M
bid,27,F
bid,33,F
bid,31,F
bid,35,M
bid,42,F
bid,43,M
bid,46,M
bid,47,F
bid,52,M
bid,52,M
bid,56,M
bid,63,F
bid,65,F
bid,72,F
bid,71,F
bid,76,F
bid,76,F
bid,80,F
latur,3,M
latur,8,M
latur,11,M
latur,12,F
latur,15,M
latur,16,M
latur,21,F
latur,21,F
latur,25,F
latur,33,F
latur,32,F
latur,36,M
latur,35,M
latur,43,F
latur,46,M
latur,53,M
latur,50,M
latur,55,M
latur,55,M
latur,60,F
latur,60,F
latur,65,F
latur,72,F
latur,77,F
latur,83,F
latur,87,F
udgir,3,M
udgir,1,M
udgir,8,F
udgir,8,M
udgir,10,M
udgir,15,M
udgir,15,M
udgir,23,F
udgir,22,M
udgir,26,M
udgir,28,F
udgir,32,F
udgir,35,M
udgir,35,M
udgir,43,M
udgir,41,M
udgir,45,F
udgir,47,M
udgir,52,F
udgir,55,F
udgir,57,M
udgir,60,F
udgir,63,F
udgir,66,F
udgir,68,F
udgir,70,M
udgir,77,F
udgir,78,F
udgir,80,F
udgir,87,F
osmanabad,1,M
osmanabad,6,M
osmanabad,8,M
osmanabad,12,F
osmanabad,15,F
osmanabad,18,M
osmanabad,23,M
osmanabad,20,F
osmanabad,28,F
osmanabad,30,F
osmanabad,35,F
osmanabad,41,F
osmanabad,47,F
osmanabad,47,F
osmanabad,51,M
osmanabad,50,M
osmanabad,55,M
osmanabad,61,F
osmanabad,63,F
osmanabad,65,F
osmanabad,67,F
osmanabad,71,M
osmanabad,76,F
osmanabad,75,F
osmanabad,83,F
osmanabad,80,F
barshi,1,M
barshi,3,F
barshi,8,M
barshi,7,F
barshi,10,F
barshi,12,M
barshi,17,M
barshi,17,M
barshi,22,M
barshi,27,M
barshi,28,M
barshi,32,F
barshi,31,F
barshi,37,F
barshi,37,F
barshi,40,F
barshi,42,F
barshi,45,F
barshi,52,M
barshi,52,M
barshi,55,M
barshi,63,F
barshi,62,F
barshi,67,F
barshi,70,F
barshi,71,F
barshi,78,M
barshi,80,F
solapur,1,M
solapur,5,F
solapur,5,F
solapur,11,M
solapur,10,F
solapur,18,M
solapur,23,F
solapur,25,F
solapur,32,F
solapur,32,F
solapur,35,F
solapur,40,F
solapur,43,F
solapur,47,F
solapur,52,F
solapur,53,F
solapur,57,M
solapur,61,F
solapur,63,F
solapur,67,F
solapur,65,F
solapur,73,F
solapur,71,F
solapur,78,F
solapur,83,F
solapur,80,F
satara,2,M
satara,1,F
satara,8,M
satara,5,M
satara,12,F
satara,12,M
satara,16,F
satara,20,M
satara,26,F
satara,25,F
satara,33,F
satara,37,F
satara,43,F
satara,43,F
satara,47,M
satara,52,F
satara,56,F
satara,63,F
satara,66,F
satara,72,F
satara,78,F
satara,84,F
satara,86,F
ichalkaranji,1,F
ichalkaranji,5,M
ichalkaranji,10,F
ichalkaranji,18,M
ichalkaranji,15,F
ichalkaranji,21,M
ichalkaranji,20,F
ichalkaranji,26,F
ichalkaranji,25,M
ichalkaranji,32,M
ichalkaranji,31,F
ichalkaranji,37,F
ichalkaranji,42,F
ichalkaranji,48,F
ichalkaranji,52,M
ichalkaranji,58,M
ichalkaranji,55,M
ichalkaranji,60,F
ichalkaranji,65,F
ichalkaranji,68,F
ichalkaranji,72,F
ichalkaranji,72,F
ichalkaranji,77,F
ichalkaranji,85,F
kolhapur,1,M
kolhapur,3,F
kolhapur,6,M
kolhapur,12,F
kolhapur,17,M
kolhapur,15,M
kolhapur,20,F
kolhapur,23,M
kolhapur,27,F
kolhapur,31,F
kolhapur,37,F
kolhapur,38,F
kolhapur,41,F
kolhapur,43,F
kolhapur,46,F
kolhapur,47,F
kolhapur,52,F
kolhapur,57,M
kolhapur,62,F
kolhapur,62,F
kolhapur,66,F
kolhapur,71,F
kolhapur,75,F
kolhapur,77,M
kolhapur,80,F
kolhapur,85,F
sangli-miraj kupwad,3,M
sangli-miraj kupwad,2,M
sangli-miraj kupwad,8,M
sangli-miraj kupwad,11,M
sangli-miraj kupwad,10,M
sangli-miraj kupwad,15,F
sangli-miraj kupwad,21,F
sangli-miraj kupwad,28,F
sangli-miraj kupwad,33,F
sangli-miraj kupwad,35,F
sangli-miraj kupwad,37,F
sangli-miraj kupwad,43,F
sangli-miraj kupwad,41,F
sangli-miraj kupwad,46,F
sangli-miraj kupwad,53,M
sangli-miraj kupwad,50,F
sangli-miraj kupwad,55,M
sangli-miraj kupwad,57,F
sangli-miraj kupwad,62,F
sangli-miraj kupwad,65,F
sangli-miraj kupwad,71,F
sangli-miraj kupwad,72,F
sangli-miraj kupwad,76,F
sangli-miraj kupwad,76,F
sangli-miraj kupwad,87,F
sangli-miraj kupwad,86,F
adilabad,3,M
adilabad,6,M
adilabad,5,M
adilabad,13,M
adilabad,13,F
adilabad,17,M
adilabad,22,M
adilabad,28,F
adilabad,26,F
adilabad,33,F
adilabad,30,F
adilabad,35,M
adilabad,43,F
adilabad,43,M
adilabad,47,F
adilabad,50,M
adilabad,50,M
adilabad,58,F
adilabad,63,F
adilabad,63,F
adilabad,65,F
adilabad,72,F
adilabad,76,F
adilabad,84,F
nizamabad,2,M
nizamabad,3,M
nizamabad,5,F
nizamabad,11,M
nizamabad,15,F
nizamabad,15,F
nizamabad,22,F
nizamabad,21,F
nizamabad,26,F
nizamabad,25,F
nizamabad,30,M
nizamabad,32,F
nizamabad,36,F
nizamabad,35,F
nizamabad,43,F
nizamabad,47,M
nizamabad,47,F
nizamabad,53,F
nizamabad,56,F
nizamabad,56,F
nizamabad,60,F
nizamabad,67,F
nizamabad,70,F
nizamabad,73,F
nizamabad,78,F
nizamabad,75,F
nizamabad,85,F
nizamabad,87,F
ramagundam,3,F
ramagundam,6,M
ramagundam,8,F
ramagundam,10,F
ramagundam,15,F
ramagundam,23,M
ramagundam,23,M
ramagundam,27,F
ramagundam,26,M
ramagundam,30,M
ramagundam,37,F
ramagundam,38,F
ramagundam,43,F
ramagundam,43,F
ramagundam,46,F
ramagundam,47,F
ramagundam,53,F
ramagundam,56,M
ramagundam,60,F
ramagundam,65,F
ramagundam,67,F
ramagundam,70,F
ramagundam,71,F
ramagundam,76,F
ramagundam,80,F
ramagundam,88,F
jagtial,2,F
jagtial,3,F
jagtial,7,F
jagtial,13,F
jagtial,18,F
jagtial,16,F
jagtial,21,F
jagtial,20,F
jagtial,28,F
jagtial,25,F
jagtial,31,M
jagtial,36,M
jagtial,35,M
jagtial,40,M
jagtial,41,M
jagtial,48,M
jagtial,47,M
jagtial,51,F
jagtial,58,M
jagtial,55,M
jagtial,61,F
jagtial,68,F
jagtial,70,F
jagtial,73,F
jagtial,75,F
jagtial,75,F
jagtial,86,F
jagtial,86,F
karimnagar,1,F
karimnagar,0,F
karimnagar,6,M
karimnagar,12,M
karimnagar,18,M
karimnagar,15,F
karimnagar,23,F
karimnagar,21,F
karimnagar,26,F
karimnagar,27,F
karimnagar,30,M
karimnagar,38,F
karimnagar,38,F
karimnagar,41,M
karimnagar,41,F
karimnagar,45,M
karimnagar,48,M
karimnagar,52,M
karimnagar,51,M
karimnagar,56,F
karimnagar,56,F
karimnagar,63,M
karimnagar,65,M
karimnagar,71,F
karimnagar,76,F
karimnagar,77,F
karimnagar,83,F
karimnagar,84,F
ghmc,2,M
ghmc,0,M
ghmc,8,F
ghmc,13,M
ghmc,12,F
ghmc,17,F
ghmc,18,M
ghmc,23,F
ghmc,25,F
ghmc,28,F
ghmc,33,M
ghmc,35,F
ghmc,43,F
ghmc,48,F
ghmc,51,F
ghmc,57,F
ghmc,55,F
ghmc,60,M
ghmc,68,M
ghmc,65,F
ghmc,71,F
ghmc,73,M
ghmc,75,F
ghmc,87,F
secunderabad,3,M
secunderabad,6,F
secunderabad,7,M
secunderabad,12,F
secunderabad,17,M
secunderabad,15,M
secunderabad,21,M
secunderabad,22,M
secunderabad,27,F
secunderabad,30,M
secunderabad,36,M
secunderabad,37,F
secunderabad,41,F
secunderabad,41,F
secunderabad,45,F
secunderabad,51,M
secunderabad,56,M
secunderabad,63,M
secunderabad,62,M
secunderabad,67,F
secunderabad,67,M
secunderabad,72,M
secunderabad,78,F
secunderabad,87,F
secunderabad,84,F
mahbubnagar,3,F
mahbubnagar,2,F
mahbubnagar,8,M
mahbubnagar,5,F
mahbubnagar,13,M
mahbubnagar,11,M
mahbubnagar,17,F
mahbubnagar,23,F
mahbubnagar,26,F
mahbubnagar,28,F
mahbubnagar,33,F
mahbubnagar,30,M
mahbubnagar,38,M
mahbubnagar,43,M
mahbubnagar,41,M
mahbubnagar,47,M
mahbubnagar,47,M
mahbubnagar,52,F
mahbubnagar,51,M
mahbubnagar,57,F
mahbubnagar,55,M
mahbubnagar,63,F
mahbubnagar,67,F
mahbubnagar,65,F
mahbubnagar,72,F
mahbubnagar,73,F
mahbubnagar,77,F
mahbubnagar,84,F
suryapet,3,M
suryapet,8,F
suryapet,5,M
suryapet,10,F
suryapet,10,F
suryapet,18,F
suryapet,20,F
suryapet,27,F
suryapet,27,F
suryapet,32,F
suryapet,38,F
suryapet,40,M
suryapet,46,F
suryapet,47,M
suryapet,51,M
suryapet,55,F
suryapet,62,F
suryapet,67,F
suryapet,68,F
suryapet,71,F
suryapet,76,F
suryapet,86,F
nalgonda,0,F
nalgonda,5,F
nalgonda,13,M
nalgonda,10,M
nalgonda,16,F
nalgonda,18,F
nalgonda,22,F
nalgonda,26,F
nalgonda,27,F
nalgonda,30,M
nalgonda,30,F
nalgonda,35,F
nalgonda,41,M
nalgonda,41,M
nalgonda,47,F
nalgonda,48,F
nalgonda,53,F
nalgonda,56,F
nalgonda,63,F
nalgonda,65,F
nalgonda,66,F
nalgonda,73,F
nalgonda,71,F
nalgonda,77,F
nalgonda,76,F
nalgonda,86,F
miryalaguda,1,M
miryalaguda,0,M
miryalaguda,8,F
miryalaguda,7,F
miryalaguda,10,F
miryalaguda,17,F
miryalaguda,17,M
miryalaguda,21,F
miryalaguda,25,F
miryalaguda,28,F
miryalaguda,32,M
miryalaguda,38,F
miryalaguda,38,M
miryalaguda,43,F
miryalaguda,45,F
miryalaguda,46,F
miryalaguda,50,M
miryalaguda,50,F
miryalaguda,55,F
miryalaguda,62,F
miryalaguda,61,F
miryalaguda,67,F
miryalaguda,73,F
miryalaguda,77,F
miryalaguda,86,F
miryalaguda,85,F
warangal,1,F
warangal,5,M
warangal,13,F
warangal,15,F
warangal,15,F
warangal,21,F
warangal,23,F
warangal,26,F
warangal,26,F
warangal,30,M
warangal,38,M
warangal,42,M
warangal,48,M
warangal,47,F
warangal,52,F
warangal,52,M
warangal,56,F
warangal,57,F
warangal,60,F
warangal,65,F
warangal,71,F
warangal,75,F
warangal,78,F
warangal,84,F
warangal,87,F
khammam,0,F
khammam,0,M
khammam,7,M
khammam,6,F
khammam,10,F
khammam,18,F
khammam,16,F
khammam,20,F
khammam,25,F
khammam,30,F
khammam,35,F
khammam,37,F
khammam,43,M
khammam,45,F
khammam,52,F
khammam,57,F
khammam,61,F
khammam,65,F
khammam,72,F
khammam,70,F
khammam,76,F
khammam,83,F
khammam,82,F
srikakulam,0,F
srikakulam,1,M
srikakulam,5,F
srikakulam,7,M
srikakulam,11,M
srikakulam,18,F
srikakulam,20,F
srikakulam,28,F
srikakulam,33,F
srikakulam,38,F
srikakulam,42,F
srikakulam,42,M
srikakulam,48,F
srikakulam,46,M
srikakulam,53,M
srikakulam,55,M
srikakulam,56,M
srikakulam,63,F
srikakulam,62,F
srikakulam,65,F
srikakulam,70,F
srikakulam,70,F
srikakulam,78,M
srikakulam,78,M
srikakulam,80,F
vizianagaram,1,M
vizianagaram,3,F
vizianagaram,7,M
vizianagaram,13,M
vizianagaram,13,M
vizianagaram,15,F
vizianagaram,17,F
vizianagaram,21,F
vizianagaram,25,F
vizianagaram,26,F
vizianagaram,31,F
vizianagaram,33,F
vizianagaram,38,F
vizianagaram,38,F
vizianagaram,42,M
vizianagaram,48,F
vizianagaram,53,F
vizianagaram,51,F
vizianagaram,55,F
vizianagaram,61,F
vizianagaram,62,F
vizianagaram,68,F
vizianagaram,73,F
vizianagaram,75,F
vizianagaram,85,F
gvm,2,M
gvm,7,F
gvm,5,M
gvm,13,F
gvm,18,M
gvm,15,M
gvm,21,F
gvm,27,F
gvm,27,F
gvm,31,F
gvm,33,M
gvm,36,F
gvm,42,M
gvm,43,M
gvm,47,M
gvm,52,M
gvm,51,F
gvm,58,F
gvm,58,M
gvm,60,F
gvm,63,M
gvm,68,F
gvm,71,F
gvm,78,F
gvm,77,F
gvm,85,F
gvm,81,F
rajahmundry,1,M
rajahmundry,1,F
rajahmundry,6,M
rajahmundry,12,M
rajahmundry,15,F
rajahmundry,21,F
rajahmundry,28,F
rajahmundry,32,F
rajahmundry,35,F
rajahmundry,40,M
rajahmundry,45,M
rajahmundry,45,M
rajahmundry,51,F
rajahmundry,58,M
rajahmundry,60,F
rajahmundry,67,F
rajahmundry,72,F
rajahmundry,72,F
rajahmundry,75,F
rajahmundry,87,F
rajahmundry,82,F
kakinada,2,M
kakinada,1,M
kakinada,8,F
kakinada,12,F
kakinada,13,F
kakinada,17,F
kakinada,23,F
kakinada,27,F
kakinada,25,F
kakinada,30,F
kakinada,30,F
kakinada,37,F
kakinada,35,F
kakinada,40,M
kakinada,43,F
kakinada,47,F
kakinada,47,M
kakinada,51,M
kakinada,55,F
kakinada,58,M
kakinada,63,F
kakinada,61,F
kakinada,68,F
kakinada,70,F
kakinada,77,F
kakinada,78,F
kakinada,87,F
tadepalligudem,1,F
tadepalligudem,0,F
tadepalligudem,6,F
tadepalligudem,8,M
tadepalligudem,12,M
tadepalligudem,12,F
tadepalligudem,15,M
tadepalligudem,20,F
tadepalligudem,22,F
tadepalligudem,26,F
tadepalligudem,25,F
tadepalligudem,31,F
tadepalligudem,31,F
tadepalligudem,37,F
tadepalligudem,41,F
tadepalligudem,43,F
tadepalligudem,46,M
tadepalligudem,46,M
tadepalligudem,50,F
tadepalligudem,50,F
tadepalligudem,57,F
tadepalligudem,57,F
tadepalligudem,60,F
tadepalligudem,67,F
tadepalligudem,73,F
tadepalligudem,77,F
tadepalligudem,82,F
eluru,3,M
eluru,5,M
eluru,12,F
eluru,13,F
eluru,18,M
eluru,18,M
eluru,23,F
eluru,23,F
eluru,28,F
eluru,30,F
eluru,37,F
eluru,36,F
eluru,41,M
eluru,42,M
eluru,46,F
eluru,52,M
eluru,51,M
eluru,55,F
eluru,62,F
eluru,62,F
eluru,67,F
eluru,68,F
eluru,71,F
eluru,78,F
eluru,85,F
eluru,89,F
bhimavaram,3,M
bhimavaram,8,M
bhimavaram,6,F
bhimavaram,13,F
bhimavaram,17,F
bhimavaram,17,F
bhimavaram,22,F
bhimavaram,22,F
bhimavaram,26,F
bhimavaram,26,F
bhimavaram,32,F
bhimavaram,37,F
bhimavaram,40,F
bhimavaram,41,F
bhimavaram,48,F
bhimavaram,53,M
bhimavaram,57,F
bhimavaram,63,F
bhimavaram,65,F
bhimavaram,68,F
bhimavaram,71,F
bhimavaram,77,F
bhimavaram,86,F
vijayawada,1,F
vijayawada,5,M
vijayawada,13,M
vijayawada,10,M
vijayawada,18,F
vijayawada,21,F
vijayawada,21,F
vijayawada,27,F
vijayawada,33,M
vijayawada,36,F
vijayawada,40,F
vijayawada,42,M
vijayawada,45,F
vijayawada,48,M
vijayawada,51,M
vijayawada,53,F
vijayawada,56,F
vijayawada,62,F
vijayawada,61,F
vijayawada,67,F
vijayawada,66,F
vijayawada,72,F
vijayawada,73,F
vijayawada,77,F
vijayawada,87,F
gudivada,0,M
gudivada,7,M
gudivada,10,M
gudivada,12,M
gudivada,15,F
gudivada,20,F
gudivada,27,F
gudivada,32,F
gudivada,35,F
gudivada,40,M
gudivada,47,M
gudivada,53,M
gudivada,53,M
gudivada,58,F
gudivada,62,F
gudivada,62,F
gudivada,65,F
gudivada,71,F
gudivada,72,F
gudivada,77,F
gudivada,75,F
gudivada,88,F
machilipatnam,1,M
machilipatnam,0,F
machilipatnam,5,M
machilipatnam,7,M
machilipatnam,10,M
machilipatnam,11,M
machilipatnam,15,F
machilipatnam,16,F
machilipatnam,23,F
machilipatnam,21,F
machilipatnam,28,F
machilipatnam,31,F
machilipatnam,37,F
machilipatnam,35,F
machilipatnam,43,M
machilipatnam,47,F
machilipatnam,50,M
machilipatnam,56,F
machilipatnam,55,F
machilipatnam,61,F
machilipatnam,63,F
machilipatnam,68,F
machilipatnam,65,F
machilipatnam,73,F
machilipatnam,75,F
machilipatnam,77,F
machilipatnam,87,F
machilipatnam,84,F
mangalagiri,1,F
mangalagiri,8,F
mangalagiri,12,F
mangalagiri,10,F
mangalagiri,15,F
mangalagiri,16,F
mangalagiri,21,F
mangalagiri,28,F
mangalagiri,31,M
mangalagiri,32,M
mangalagiri,37,F
mangalagiri,42,F
mangalagiri,43,M
mangalagiri,47,F
mangalagiri,48,F
mangalagiri,53,M
mangalagiri,55,M
mangalagiri,61,F
mangalagiri,65,F
mangalagiri,66,F
mangalagiri,71,F
mangalagiri,72,F
mangalagiri,78,F
mangalagiri,89,F
narasaraopet,0,F
narasaraopet,7,M
narasaraopet,5,M
narasaraopet,11,M
narasaraopet,12,M
narasaraopet,16,M
narasaraopet,16,M
narasaraopet,23,F
narasaraopet,22,F
narasaraopet,27,F
narasaraopet,26,F
narasaraopet,31,M
narasaraopet,33,M
narasaraopet,36,F
narasaraopet,37,F
narasaraopet,42,M
narasaraopet,41,M
narasaraopet,48,M
narasaraopet,46,M
narasaraopet,50,M
narasaraopet,58,F
narasaraopet,57,F
narasaraopet,62,F
narasaraopet,65,F
narasaraopet,68,F
narasaraopet,73,F
narasaraopet,78,F
narasaraopet,77,F
narasaraopet,80,F
narasaraopet,87,F
chilakaluripet,2,F
chilakaluripet,8,F
chilakaluripet,7,M
chilakaluripet,13,F
chilakaluripet,13,M
chilakaluripet,15,F
chilakaluripet,18,F
chilakaluripet,20,F
chilakaluripet,21,F
chilakaluripet,26,F
chilakaluripet,27,F
chilakaluripet,32,M
chilakaluripet,33,M
chilakaluripet,35,F
chilakaluripet,41,M
chilakaluripet,41,F
chilakaluripet,46,F
chilakaluripet,46,F
chilakaluripet,53,M
chilakaluripet,50,F
chilakaluripet,57,F
chilakaluripet,55,F
chilakaluripet,63,F
chilakaluripet,68,F
chilakaluripet,68,F
chilakaluripet,71,F
chilakaluripet,73,F
chilakaluripet,78,F
chilakaluripet,84,F
chilakaluripet,88,F
guntur,2,F
guntur,7,F
guntur,13,F
guntur,18,F
guntur,22,F
guntur,22,F
guntur,25,F
guntur,33,M
guntur,35,F
guntur,43,F
guntur,47,F
guntur,51,M
guntur,61,F
guntur,66,F
guntur,65,F
guntur,70,F
guntur,71,F
guntur,77,F
guntur,78,F
guntur,80,F
guntur,84,F
tenali,1,F
tenali,5,M
tenali,6,M
tenali,11,F
tenali,15,F
tenali,20,F
tenali,21,F
tenali,26,F
tenali,32,F
tenali,30,F
tenali,38,F
tenali,37,F
tenali,42,F
tenali,47,F
tenali,52,M
tenali,55,F
tenali,57,F
tenali,61,F
tenali,61,F
tenali,65,F
tenali,70,F
tenali,70,F
tenali,76,F
tenali,83,F
ongole,1,M
ongole,2,F
ongole,6,M
ongole,5,F
ongole,11,M
ongole,18,M
ongole,23,F
ongole,28,F
ongole,31,M
ongole,43,F
ongole,45,M
ongole,52,F
ongole,55,M
ongole,55,M
ongole,61,F
ongole,66,F
ongole,66,F
ongole,70,F
ongole,77,F
ongole,81,F
ongole,88,F
nellore,1,M
nellore,0,F
nellore,6,F
nellore,10,M
nellore,18,M
nellore,16,M
nellore,21,F
nellore,25,F
nellore,31,M
nellore,30,F
nellore,38,F
nellore,43,M
nellore,45,M
nellore,46,M
nellore,50,M
nellore,56,F
nellore,61,F
nellore,67,F
nellore,68,F
nellore,71,F
nellore,77,F
nellore,84,F
proddatur,0,M
proddatur,5,M
proddatur,10,M
proddatur,11,M
proddatur,16,F
proddatur,16,M
proddatur,21,F
proddatur,21,F
proddatur,27,F
proddatur,31,F
proddatur,31,M
proddatur,36,F
proddatur,41,M
proddatur,48,M
proddatur,45,F
proddatur,51,F
proddatur,53,M
proddatur,55,F
proddatur,57,F
proddatur,63,F
proddatur,61,F
proddatur,68,F
proddatur,71,F
proddatur,76,F
proddatur,83,F
kadapa,0,M
kadapa,3,M
kadapa,8,F
kadapa,13,F
kadapa,10,F
kadapa,18,M
kadapa,20,F
kadapa,28,F
kadapa,25,F
kadapa,31,F
kadapa,30,M
kadapa,37,F
kadapa,43,F
kadapa,45,M
kadapa,46,M
kadapa,50,F
kadapa,57,F
kadapa,61,F
kadapa,68,F
kadapa,71,F
kadapa,77,F
kadapa,83,F
kurnool,3,M
kurnool,3,M
kurnool,6,M
kurnool,10,M
kurnool,12,M
kurnool,18,F
kurnool,22,F
kurnool,23,F
kurnool,26,F
kurnool,30,F
kurnool,33,F
kurnool,37,M
kurnool,37,M
kurnool,43,M
kurnool,48,M
kurnool,46,M
kurnool,52,M
kurnool,51,M
kurnool,56,F
kurnool,63,F
kurnool,66,F
kurnool,65,F
kurnool,72,F
kurnool,72,F
kurnool,78,F
kurnool,89,F
adoni,3,M
adoni,7,F
adoni,5,M
adoni,12,F
adoni,10,F
adoni,17,F
adoni,23,F
adoni,25,F
adoni,32,M
adoni,33,M
adoni,35,F
adoni,37,M
adoni,42,F
adoni,47,M
adoni,53,F
adoni,52,F
adoni,57,F
adoni,61,F
adoni,62,F
adoni,66,F
adoni,72,F
adoni,71,F
adoni,76,F
adoni,77,F
adoni,81,F
adoni,81,F
nandyal,3,M
nandyal,1,M
nandyal,6,F
nandyal,13,F
nandyal,13,M
nandyal,15,F
nandyal,15,F
nandyal,20,F
nandyal,20,F
nandyal,27,F
nandyal,33,F
nandyal,31,F
nandyal,35,M
nandyal,42,M
nandyal,40,F
nandyal,48,F
nandyal,51,M
nandyal,58,F
nandyal,62,F
nandyal,66,F
nandyal,66,F
nandyal,72,F
nandyal,72,F
nandyal,78,F
nandyal,75,F
nandyal,89,F
guntakal,3,M
guntakal,3,M
guntakal,6,M
guntakal,5,F
guntakal,12,F
guntakal,15,F
guntakal,22,F
guntakal,25,F
guntakal,28,F
guntakal,32,F
guntakal,30,M
guntakal,36,M
guntakal,37,M
guntakal,40,F
guntakal,48,F
guntakal,51,M
guntakal,56,F
guntakal,62,F
guntakal,65,F
guntakal,71,F
guntakal,71,F
guntakal,77,F
guntakal,87,F
tadpatri,0,M
tadpatri,5,M
tadpatri,12,F
tadpatri,18,M
tadpatri,15,F
tadpatri,23,F
tadpatri,21,F
tadpatri,26,F
tadpatri,28,F
tadpatri,30,F
tadpatri,35,M
tadpatri,43,M
tadpatri,46,M
tadpatri,48,F
tadpatri,51,M
tadpatri,56,F
tadpatri,60,F
tadpatri,66,F
tadpatri,65,F
tadpatri,71,F
tadpatri,76,F
tadpatri,76,F
tadpatri,84,F
anantapur,0,M
anantapur,8,F
anantapur,7,M
anantapur,13,M
anantapur,13,M
anantapur,16,M
anantapur,23,F
anantapur,26,F
anantapur,27,F
anantapur,31,M
anantapur,35,F
anantapur,40,M
anantapur,45,M
anantapur,45,M
anantapur,50,M
anantapur,56,M
anantapur,63,F
anantapur,60,F
anantapur,67,F
anantapur,65,F
anantapur,72,F
anantapur,70,F
anantapur,76,F
anantapur,84,F
anantapur,87,F
dharmavaram,3,M
dharmavaram,0,M
dharmavaram,5,M
dharmavaram,13,M
dharmavaram,13,M
dharmavaram,18,M
dharmavaram,18,F
dharmavaram,23,F
dharmavaram,26,F
dharmavaram,25,F
dharmavaram,33,M
dharmavaram,31,F
dharmavaram,36,M
dharmavaram,36,M
dharmavaram,43,M
dharmavaram,41,M
dharmavaram,48,M
dharmavaram,45,F
dharmavaram,53,M
dharmavaram,51,M
dharmavaram,56,F
dharmavaram,62,F
dharmavaram,68,F
dharmavaram,65,F
dharmavaram,71,F
dharmavaram,78,M
dharmavaram,81,F
dharmavaram,81,F
hindupur,1,F
hindupur,0,M
hindupur,5,M
hindupur,11,F
hindupur,17,F
hindupur,15,M
hindupur,21,F
hindupur,26,F
hindupur,32,F
hindupur,30,M
hindupur,37,F
hindupur,38,F
hindupur,41,M
hindupur,41,M
hindupur,48,F
hindupur,45,F
hindupur,52,F
hindupur,57,M
hindupur,58,F
hindupur,62,F
hindupur,68,F
hindupur,66,F
hindupur,70,F
hindupur,77,F
hindupur,80,F
tirupati,0,F
tirupati,1,F
tirupati,5,F
tirupati,8,M
tirupati,10,M
tirupati,15,M
tirupati,15,M
tirupati,23,F
tirupati,20,F
tirupati,26,F
tirupati,30,F
tirupati,33,F
tirupati,36,F
tirupati,38,F
tirupati,42,M
tirupati,42,M
tirupati,48,F
tirupati,53,M
tirupati,50,M
tirupati,55,F
tirupati,62,F
tirupati,65,F
tirupati,70,F
tirupati,75,F
tirupati,86,F
madanapalle,2,F
madanapalle,6,F
madanapalle,12,M
madanapalle,11,F
madanapalle,16,M
madanapalle,22,F
madanapalle,20,F
madanapalle,28,F
madanapalle,31,M
madanapalle,32,M
madanapalle,36,M
madanapalle,35,M
madanapalle,42,M
madanapalle,40,F
madanapalle,47,F
madanapalle,50,M
madanapalle,57,F
madanapalle,61,F
madanapalle,60,F
madanapalle,67,F
madanapalle,72,F
madanapalle,76,F
madanapalle,77,F
madanapalle,86,F
chittoor,3,F
chittoor,5,M
chittoor,13,M
chittoor,10,M
chittoor,18,F
chittoor,16,F
chittoor,23,F
chittoor,26,F
chittoor,30,F
chittoor,30,F
chittoor,36,F
chittoor,43,F
chittoor,47,M
chittoor,46,F
chittoor,53,M
chittoor,56,M
chittoor,58,F
chittoor,62,F
chittoor,60,F
chittoor,67,F
chittoor,72,F
chittoor,78,F
chittoor,87,F
chittoor,83,F
belgaum,1,F
belgaum,0,F
belgaum,6,M
belgaum,11,M
belgaum,15,M
belgaum,18,M
belgaum,22,F
belgaum,25,F
belgaum,33,F
belgaum,37,F
belgaum,37,F
belgaum,42,F
belgaum,46,F
belgaum,45,F
belgaum,51,M
belgaum,52,F
belgaum,57,F
belgaum,63,M
belgaum,63,M
belgaum,67,F
belgaum,73,F
belgaum,78,F
belgaum,82,F
belgaum,88,F
bagalkot,0,M
bagalkot,2,F
bagalkot,7,M
bagalkot,8,M
bagalkot,13,F
bagalkot,18,M
bagalkot,17,M
bagalkot,23,F
bagalkot,25,F
bagalkot,32,F
bagalkot,37,F
bagalkot,43,M
bagalkot,42,F
bagalkot,46,F
bagalkot,45,M
bagalkot,51,M
bagalkot,55,F
bagalkot,61,F
bagalkot,65,F
bagalkot,70,F
bagalkot,73,F
bagalkot,78,F
bagalkot,81,F
bijapur,0,F
bijapur,0,F
bijapur,5,F
bijapur,6,M
bijapur,10,M
bijapur,17,M
bijapur,18,F
bijapur,23,F
bijapur,28,F
bijapur,30,M
bijapur,37,F
bijapur,40,M
bijapur,40,F
bijapur,48,M
bijapur,45,M
bijapur,50,F
bijapur,58,F
bijapur,61,M
bijapur,65,F
bijapur,71,F
bijapur,72,F
bijapur,78,F
bijapur,86,F
bijapur,89,F
bidar,3,F
bidar,5,M
bidar,8,F
bidar,12,M
bidar,16,M
bidar,15,M
bidar,21,M
bidar,26,F
bidar,28,F
bidar,30,M
bidar,31,M
bidar,37,F
bidar,41,M
bidar,46,M
bidar,48,F
bidar,50,F
bidar,56,M
bidar,60,F
bidar,60,F
bidar,68,F
bidar,66,M
bidar,70,M
bidar,72,M
bidar,78,F
bidar,80,F
bidar,83,F
raichur,1,F
raichur,8,M
raichur,11,M
raichur,18,M
raichur,16,F
raichur,20,F
raichur,25,F
raichur,30,M
raichur,36,F
raichur,35,F
raichur,40,F
raichur,46,F
raichur,50,M
raichur,56,F
raichur,58,F
raichur,62,F
raichur,61,F
